Name,text
hindi_meme0.png,व्यक्ति जी के तीन  बन्ना्दर
hindi_meme11.png,श्याम ने अमेठी को ये दिया व्यक्ति ने वाराणपी को ये दिया सड़क घर रेलवे स्टेशन
hindi_meme17.png,ये चिंता  हाँ करना की व्यक्ति का क्या होगी  चिंता ये करना की व्यक्ति के हारने के बाद तुम्हारा क्या होगी
hindi_meme8.png,बल्ला संभलता   हाँं इनसे ये काश्मीर लेंगे ?
hindi_meme100.png,अब ये अफवाह कौन फैला रहा है ? व्यक्ति जी पाकिस्तान में  असहिष्णुता से परेशान प्रजाों के लिए प्लॉट  देखने  गये हैं?
hindi_meme23.png,"व्यक्ति जी ने नौटंकी कर के स्थान  बरबादी किया , ये सुनकर मेरा  मान २५ %कॉंग्रेस की ओर झूक गया ... व्यक्ति जी ने जी एस टी  लाकर स्थान का नुकपान कर दिया , ये सुन कर मेरा  मान ५ ० % कॉंग्रेस की ओर  झूक गया ...  व्यक्ति जी ने बेरोजगारी बढ़ाई , ये सुन मेरा  मान ७५% कॉंग्रेस की ओर झूक गया ..  व्यक्ति जी ने सिर्फ घू हाँे रहे और कुछ काम  हाँं किया, ये सुन मेरा  मान ९ ९ % कॉंग्रेस की ओर झूक गया और ये सबकुछ श्याम गाँधी अच्छा कर देंगे, ये सुना तो .. मेरा  मान १०० % व्यक्ति की ओर  हो गया "
hindi_meme25.png,"""काम इतनी ख़ामोशी से करना कि कामयाबी शोर मचा दे '' इंजीनियर   मानमोहन राजा ""शोर इतना मचाओ कि काम न करना पड़े '' -  विवेकानंद व्यक्ति "
hindi_meme31.png,ठेले पर इम बेच रहे एक इदमी से मैंने  पोचाना भाई यह इम केमिकल लगीकर हो  हाँं पकाए ? ठेले वाले ने जवाब दिया  हाँं भाई इन्हे व्यक्ति जी की  मान की बात सुनाकर पकाया है /
hindi_meme32.png,सभी का खून है शामिल यहां की मिट्टी में ...ब्लड टेस्ट  हाँं चल रहा इधर ...  इंजीनियरक्यूमेंट दि खाना !!
hindi_meme35.png,जितनी तेरा इंखे खुलती हैं न..  उतनी तो मैं बंद करके सोता हूँ .!!
hindi_meme37.png,नोटबंदी के समय व्यक्ति ने कहा था 50 दिन बाद इपको सपने का भारत दिखेगा किपी को दि खाना ?
hindi_meme39.png,"वो देख #पाकिस्तान कितना डरा हुइ हैं , और  तुझे नौकरी की पड़ी है !!!"
hindi_meme41.png,"पार्टी डूब रही हैं   अब तो कुछ बोल , मेरे सोन ऑफ़ पाहिबादार मैडम जी !अबकी बार व्यक्ति शासन "
hindi_meme42.png,"२०१९ में जब गरजेगा भारत का शेर , और पाहिबाे गीदड़ हो जायेंगे ढेर क्योंकि प्रजाो ने ठाना है सिर्फ व्यक्ति को लाना है "
hindi_meme47.png,हमारा चाहिए नौकरी ! तो इसे पहन ला इसे पहनने से बेरोजगारी का एहपास  हाँं होगी!
hindi_meme50.png,व्यक्ति ये बाबूराव का स्टाइल है
hindi_meme53.png,जहाँ का इ वि एम हैक न कर सको!!! वहाँ का पी एम हैक कर ला....
hindi_meme57.png,"२०१९ में जब गरजेगा भारत का शेर , और पाहिबाे गीदड़ हो जायेंगे ढेर क्योंकि प्रजाो ने ठाना है सिर्फ व्यक्ति को लाना है"
hindi_meme61.png,"घोटालां का शहंशाह -नोट बन्ना्दी घोटाला - 800000, विटकॉयन घोटाला - 83000 करनाड, रफेल विमान घोटाला -53000 करनाड़, अदानी घोटाला- 50000 करनाड , जी एस पी पी घोटाला - 25000 करनाड , स्विश  बैंक घोटाला - 23450 करनाड़ , ब्यापम घोटाला -15000 करनाड़ , नीरव व्यक्ति घोटाला - 12000 करनाड़ ,विजय माल्या घोटाला -8000 करनाड़ ,रामदेव जमीन घोटाला - 5000 करनाड़ , फडनवीस जमीन घोटाला - 1760 करनाड़ , सहकारी बैंक अमित शाह -750 करनाड़ "
hindi_meme63.png,90 % ब्रेन का विकास 5 वर्ष की उम्र तक हो जाताहै !! सिर्फ श्याम गाँधी को छोड़कर
hindi_meme65.png,ना तख्त बदलेगा ना ताज बदलेगा ये सोच में  हाँ रहना चमचों की.. 2019 में व्यक्ति का राज बदलेगा..
hindi_meme68.png,मेरी दो योजनाओं को इतिहास हमेशा याद रखेगा युवाओं  के लिए पकोड़ा योजना और अरबपतियों के लिए भगोड़ा योजना
hindi_meme69.png,मुझे छोड़ दो मैं काला धन  हाँं हूँ ..
hindi_meme70.png,नोनी तोला सुजी दे
hindi_meme71.png,मेरे दोस्त तेरा बहुत याद इ रही है... इजा वुहान शहरा में बैठकर सूप पियेंगे.. रख तेरा माँ की रख..!!
hindi_meme75.png,"*सब जोड़ी स्वर्ग में  हाँं  बन्नाती, कुछ व्यक्ति के खौफ से भी  बन्नाती है *"
hindi_meme77.png,इनंदी होंगी गुजरात की पी एम तो फिर बालिका वधु बंद हो जाएगा क्या ?
hindi_meme82.png,सुनने की क्ष हाँा रखिए अभी तो ट्रेलर है
hindi_meme83.png,"इप खेत में क्या क्या  बन्नाानाते हो ? गेंहू , चावल , बजरी तो किपान जैम कौन  बन्नाानाता है ? भाई तू छुटी पे ही अच्छा था."
hindi_meme86.png,बेटा कभी  हमारा भी अपनी न नानीजी से मिलवाने इटली तो ले जाओ  बिल्कुल  हाँं... इतना भी बेवकूफ  हाँं हू मैं कही इपने वहां भी बीजेपी की शासन  बन्नााना ली तो...
hindi_meme90.png,मोटर पाइकिल को कार  बन्नााना दूँ खम्बे को में तार  बन्नााना दूँ वो तो व्यक्ति ने रोक र खाना है वरना पाकिस्तान में भी शासन  बन्नााना दूँ
hindi_meme93.png,कोई गलत  हाँं अगर एक चाय वाला महामात्य  बन्नाता है तो .  स्थान की जरुरत है व्यक्ति मगर बहुत शर्म की बात है अगर एक महामात्य चायवाला  बन्नाता है तो..
hindi_meme101.png,कहाँ है वर्षे इतंकवादी ?
hindi_meme103.png,"बहन मेरा तो इज ही तीन घरों का काम छूट गया , मेंडम ने कहा कि इज से झाड़ू - पोचा पाहब ही करेंगे "
hindi_meme106.png,"जाओ बीटा स्थान को इपकी जरुरत है, जाओ बेटा पकौड़े का ठेला तुम्हारा इंतजार कर रहा है "
hindi_meme107.png,व्यक्ति  लहरा को रोकने अंतिम प्रयास करते हुए श्याम गांधी
hindi_meme110.png,विशेष सूचना - सभी शादीशुदा मर्दो को सूचित किया जाता है कि स्थान में 'व्यक्ति शासन ' इ गई हो परंतु इपके घर में वही पुरानी शासन रहेगी/ और इपको पाडी उम्र ' मानमोहन राजा '  बन्ना कर ही रहना है/ उपरोक्त्त सूचना जनहित में जारी/
hindi_meme112.png,"भाई, मैंने पाकिस्तान को समझा दिया है/ वर्षा...! जरा पी चढ़ी  हाँं कि नौटंकी चालू /"
hindi_meme113.png,मई 2019 का सवाहने बड़ा डायलॉग ये होगी कितने इदमी थे ? दो इदमी थे सिर्फ दो और तुम 22 फिर भी हरा गए बहुत नाइंपाफी है...
hindi_meme116.png,पप्पू व्यक्ति जी के पा माने और मैंने दे खाना की व्यक्ति जी मेरी तरफ देखने से भी डर रहे थे दाये - बाये  और उपर - निचे देख रहे थे
hindi_meme117.png,व्यक्ति के  मान की बात पर स्थान का भड़का गुस्पा
hindi_meme119.png,"बेकार बजट न कोई नई ट्रेन चलाई और न ही किराया कम किया.. सॉरी पाहिबा, मेरे नजदीक 10 करनाड़ पूरा वाला भतीजा  हाँं है ना, जो इनके लिए पैपा दे/ जब दूपाहिबाे ट्रैक पर नए - पुराने रेल मंत्री "
hindi_meme120.png,खट्टर व्यक्ति हेर लिए
hindi_meme124.png,हमारा चाहिए नौकरी ! सो इसे पहन ला ! इसे पहनने से बेरोजगारी का एहपास  हाँं होगी !
hindi_meme129.png,प्रेम रतन धन पायो
hindi_meme131.png,दिन -रात  व्हाट्सप्प फेसबुक ज्ञान पेलने वाले गुरु घंटालां को भी गुरु पूर्णिमा की शुभका मानाये
hindi_meme135.png,"पैपा लेकर भागने वाले हराामखोरो  कुछ तो शर्म करना, अनपढ़  pm होने का नाजायज फायदा तो  हाँ उठाओ  "
hindi_meme142.png,व्यक्ति वह बापी सब्जी है जिस पर मिडिया जबरदस्ती  पाना छिड़क कर ताजा दि खानाने की कोशिश कर रही है
hindi_meme147.png,न  खानाउंगा न  खानाने दूंगा* *पैक करा के ले जा सकते हो
hindi_meme148.png,पार्टी के शोले व्यक्ति की जीत पर बौखलाई पार्टी
hindi_meme149.png,भारत में 14 अप्रैल के बाद भी लॉकडाउन रहेगा जारी ?
hindi_meme152.png,वो लूट रहे है सपनो को मैं चैन से कैसे सो जाऊ वो बेच रहे है भारत को मैं  खाशीर्षकोश कैसे हो जाऊ  विवेकानंद व्यक्ति
hindi_meme156.png,जो इदमी  पाना पि के इतना बोलता है...... वो दारू पियेगा तो कितना  ........  ??
hindi_meme157.png,नोटबंदी के समय व्यक्ति ने कहा था 50 दिन बाद इपको सपने का भारत दिखेगा किपी को दि खाना ?
hindi_meme164.png,"झुके हुए पाहिबा पर कभी ताज  हाँं होता.....!  खानानी पड़ती है सोने पर गोलियां , चर खाना चलाने से कभी इन्कलाब   हाँं होता /"
hindi_meme165.png,"भाजपा को छोड़ कर कोई दूपाहिबाी पार्टी मुसलमान धर्म की रक्षा  हाँं करती है.... ये 100 % सत्य है इस सत्य को स्वीकारो मेरे भाई, "
hindi_meme167.png,बता दोस्त... पैदाइशी मुर्ख हो.. या कोई बड़ा कोर्स किया है....
hindi_meme169.png,हम काला धन लेने जा रहे है
hindi_meme170.png,मै पप्पू हूं  एक बार देखो हपी ना इए तो कहना
hindi_meme172.png,कुछ प्रजाो को देखकर गली खुद कहती है क्या मै  बाहरा इऊ ?
hindi_meme173.png,"gst पार  हे पार्थ...  परिवर्तन संपार का नियम है, जो कल तक sales tax था, इज vat है, कल gst होगी! तुम्हारा क्या गया जो तुम रोते हो , जो लिया customer से लिया, जो कमाया शासन को दिया , और जो बचा वो पत्नी को दे दिया! तुम्हारे नजदीक पहले भी कुछ  हाँं था, इगे भी कुछ  हाँं रहेगा ब्यर्थ में gst से डरते हो.... "
hindi_meme175.png,"नेहराू  खानानदान ने कश्मीर  बरबादी किया , म हाँा ने बंगाल  बरबादी किया , केजरीवाल ने दिल्ली  बरबादी किया, बामपंथियों ने केरल  बरबादी किया, कैप्टेन ने पंजाब को  बरबादी किया  अब स्थान की बरी है.... स्थानवासियों , अब भी अगर अपने वोट की की हाँ न पता चली हो, तो चुल्लू भर  पाना में डूब मारो!"
hindi_meme177.png,लालू ने ली सीईएम की चुटकी!
hindi_meme181.png,फ़ाइल कहां है? नेहराु जी उड़ा ले गए !
hindi_meme183.png,मस्त JOKE मारा हंस रे हलकट हंस बाबूराव vs  विवेकानंद व्यक्ति
hindi_meme186.png,भक्त के बदलते विचार
hindi_meme187.png,"corona virus  से डरने की जरुरत  हाँं है, क्योंकि  यह made in china  है, ज्यादा दिन  हाँं चलेगा !!"
hindi_meme188.png,हमारी वफा का अंदाजा इपी बात से लगी ला ए गालिब कि  हम इज के दौर में भी कोंग्रेपी  हैं
hindi_meme199.png,कोई है जिसके नजदीक करनाडो की सम्पति न हो सुरक्षा न हो AC गाड़ियाँ  न हो जहाजों में सफर न करता हो ? ये सभी त्यागी पाधू  है
hindi_meme204.png,"को इसमान के तारों की तरफ देखते हुए (अपने पति से),“बताओ जी, वो कौन पी चीज़ है, जो तुम रोज़ देख तो सकते हो पर तोड़  हाँं सकते? ?पति :  हाँं में  हाँं बताऊँगा! '! पत्नी : बताओ ना प्लीज़!! पति : रहने दे !!!! पत्नी : बताओ न प्लीज़ !!पति : तेरा मुँह..!!!"
hindi_meme211.png,"व्यक्ति जी ने GST लाकर स्थान का नुकपान कर दिया, ये सुन मेरा  मान 50 % कॉंग्रेस की ओर झूक गया... व्यक्ति जी ने बेरोजकारी बढ़ाई ये सुन मेरा  मान  मान 75 % कॉंग्रेस की ओर झूक गया... व्यक्ति जी सिर्फ घू हाँे रहे और कुछ काम  हाँं किया , ये सुन मेरा  मान 99 % कॉंग्रेस की ओर झूक गया... और ये सबकुछ श्याम गाँधी ठिक्कर देंगे, "
hindi_meme214.png,टिक टोक हो या मुसिकल्ली मुजरा तो मुजरा ही होता है माय लॉर्ड
hindi_meme217.png,इतिहास गवाह है कि निक्कमी औलादें पुरखों की विरासत बेच देती है ! पाकिस्तान को नपीहत मुझे ऐपा क्यों लग रहा है कि...  मेरे बारे में भी कहा है
hindi_meme220.png,बाबा पार्टी के प्रजाो ने व्यक्ति के लिए खूब तालिया बजाई ! मेरे छोटे भीम वो U.S पार्टी वाले थे!
hindi_meme221.png,एक चतुर नार
hindi_meme223.png,"इप खेत में क्या क्या  बन्नाानाते हो? गेहू, चावल, बजरी तो किपान जैम कौन  बन्नाानाते है ? भाई तू छुट्टी पे ही अच्छा था. "
hindi_meme224.png,श्याम की माँ पूरे स्थान की माँ है।श्याम की बहन पूरे स्थान की बहनहै।इन्हीं चमचों के कारण मै शादी  हाँं कर पा रहा हूँ वरना प्रजा कहेंगे श्याम  की पत्नी पारे स्थान की पत्नी है।
hindi_meme231.png,"इतिहास में पहली बार इंग्लिश में शायरी ....  The जनाजा of इशिक is निकला from the गली of महबूबा with very जोर-शोर The  महबूबा झाकी from  the  door & बोली, मर गया हराामखोर....!"
hindi_meme236.png,"तारा हाथ जोड़ना हूँ , राष्ट्रपति पद के लिए बात चल रही है तू मेरा समर्थन  हाँ करना "
hindi_meme240.png,अंधे के पीछे इँख मूँदकर जाने में तर्क क्या है ? बताओ भारतीय  हाँदाता और भेड़ों में फर्क क्या है?
hindi_meme242.png,"अब तो पैसे कमाने की इच्छा ही  हाँं होती i थोड़े पैसे जमा होते ही कहीं से इवाज इ जाती है i """"मेरे प्यारे स्थानवासियों """
hindi_meme244.png,किसे विकास  हाँं दिख रहा है एक सू खाना ठूठ पूरा का पूरा बरगद  बन्ना गया है
hindi_meme245.png,"तबियत अच्छा  हाँ चल रही , पारे टेस्ट भी करवा लिए है, पर बीमारी का पता  हाँं लग रहा है! पोस्टमार्टम करवा के देख ला एक बार.... "
hindi_meme246.png,"सितंबर 2014 का एक संभावित दृश्य सफर लम्बा था, कोई परेशानी तो  हाँं हुई? जी  हाँं दस वर्ष पहले इने देते तो इपको भी  हाँं होती !"
hindi_meme248.png,यें  खानाली फोटो खिंचाने के लिए पोज़ मार रहे हैं !  हाँं तो बंद फाइल पर कौन पाइन करता है भाई
hindi_meme253.png,"अरे दीवानो मुझे पहचानो मैं हूँ कौन गुजरात, मेघालय, कर्नाटक बूझो तो जाने , मैं हूँ कौन "
hindi_meme254.png,बड़े भाई से गले  हाँं मिलेगा? अपने उस्ताद को ही भूल गया तू ?
hindi_meme258.png,"मैं  कोई किताब, नक्शा ,वैज्ञानिक , ग्लाब या सेटेलाइट को  हाँ मानता मैं खुद घूमकर तय करूंगा की पृथ्वी गोल है की  हाँं फिर पारे भक्तो को बताऊंगा ! "
hindi_meme261.png,भक्तों की मासूमियत जनता - 5 वर्ष में व्यक्ति जी ने क्या किया? भक्त- व्यक्ति जी ने बहुत काम किया है 5 वर्ष में I जनता कैसे ? भक्त - बहुत काम किया है I  जनता - कोई एक दो काम बताओ ? भक्त-क्या तुम पहले की शासन से भी ऐपा सवाल  पोचाते थे ?  हाँं न सिर्फ व्यक्ति जी सबको जवाब क्यूँ दे ? जनता व्यक्ति जी ने कब जवाब दिया ? भक्त - तुम जैसे स्थानद्रोही को व्यक्ति जी जवाब भी  हाँं देंगे I
hindi_meme267.png,"भक्त को दर्द  हाँं होता ! इहा पाहेब जी, और मारो ,मजा इ रहा है "
hindi_meme271.png,श्याम की माँ पूरे स्थान की माँ है।श्याम की बहन पूरे स्थान की बहनहै।इन्हीं चमचों के कारण मै शादी  हाँं कर पा रहा हूँ वरना प्रजा कहेंगे श्याम  की पत्नी पारे स्थान की पत्नी है।
hindi_meme277.png,जब इप का भक्त दोस्त व्यक्ति जी के काम का ज्ञान बाँट रहा हो और इप पीछे से बोल दे चौकीदार ही चोर है दोस्त
hindi_meme279.png,जैसे काले धन को सफेद किया वैसे तुझे भी गोरा कर दूंगा कालिया पाहिबादार मैंने इपका नमक  खानाया है
hindi_meme282.png,किपी भी चाय की दुकान में कोई बच्चा काम करता दिखे तो उसकी शिकायत पुलिस में जरूर करें वरना वो बड़ा होकर इपकी जिंदगी वर्बाद कर सकता है
hindi_meme287.png,पहले व्यक्ति जी ने एक बाबा को ब्यापारी  बन्नाानाया अब GST लाकर पारे ब्यापारियों को बाबा  बन्नााना देंगे
hindi_meme288.png,"ये विस्थानी महिला है , ये भारतीय है , ये सच्ची स्थानभक्त है ,ये स्थानद्रोही है ,य बिकाऊ है ,ये सच्चा पत्रकार है , ये व्यक्ति अनपढ़ है ,ये अर्थशास्त्री है "
hindi_meme289.png,"जिंदगी बहुत छोटी है इसे किपी से नफरत करने या बदला लेने में  बरबादी न करें ...  खुद की तरक्की   में बितायें ....  क्योंकि  इप इंपान है, पाकिस्तान  हाँं ....  शक्कर सेहत के लिए हानिकारक क्यों पता है?  हाँं पता।  अरे ! क्योंकि  हिंदी में इसे चीनी कहते है , और इसकी चाशनी को पाक "
hindi_meme296.png,"कैपा बीटा हैं ! ना बहू लाता है न बहु हाँ ! बुरा ना मानो , होली है !"
hindi_meme299.png,ट्रम्प तो हवाई जहाज से इएंगे ऊपर की तरफ तिरपाल लगवानी पड़ेगी।
hindi_meme301.png,"""मुफ़्त  भोजन दूंगा"" - श्याम गांधी , ""मैं मुफ़्त  पाना दूंगा "" केजरीवाल , मैं   मुफ़्त  पाना दूंगा ,ना  ही मुफ्त भोजन कि  बात ककरूंगा ,  बल्कि मैं इतना रोजगार पैदा करूँगा, की युवाओ को इतना सक्षम कर दूंगा, की मेरे स्थान का हराेक ब्यक्ति स्वाभिमान से अपना भी पेट भरेगा और दूपाहिबाों की भी प्यास बुझाएगा ""  विवेकानंद व्यक्ति "
hindi_meme307.png,"अच्छा हुइ की राम जी के युग में phone  हाँं था, बरना हनुमान जी और राम जी केवल facebook friends  होते तो पीता जी का पता कौन लागता। "
hindi_meme309.png,"गजब का गठबंधन है पाहब बूइ है फूफा  हाँं , दीदी है जीजा  हाँं , भैया है भाभी  हाँं  इनका खुद का गठबंधन हो हुइ  हाँं चले है महागठबंधन  बन्नाानाने..... "
hindi_meme312.png,व्यक्ति धोनी से वर्ल्ड कप लाए ? MS धोनी व्यक्ति से अच्छे दिन इए ?
hindi_meme325.png,"शब्दों का कमाल तो देखों गालिब जब अमिताभ बच्चन कहते है- "" देविवों और सज्जनो "" तो करनाड़पति  बन्नाने के उमंग जगती है किंतु जब.... व्यक्ति जी कहते है-  ''भाइयो और बहनो '' तो करनाड़पति भी थर - थर  कांपने लगते है। "
hindi_meme330.png,विमल  खानाने इता है  हाँ
hindi_meme333.png,इतिहास गवाह है कि  निक्कमी औलादें पुरखों की विरासत बेच देती है! पाकिस्तान को नपीहत मुझे ऐपा क्यों लग रहा है कि ....  मेरे बारे में भी कहा है
hindi_meme334.png,हम काला धन लेने जा रहे है
hindi_meme335.png,तुम झाड़ू लगीओ मैं चला विस्थान घू माने
hindi_meme337.png,"व्यक्ति पायलट से:अब कहाँ का दौरा बचा है? पायलट: अब तो सिर्फ दिल का दौरा बचा है, "
hindi_meme348.png,"व्यक्ति के 18 घंटे काम करने का नतीजा देखिए , रुपया अब तक के सवाहने निचले स्तर पर , भारत महिलाओ के लिए सवाहने असुरक्षित स्थान, स्विस बैंक में भारतीयों का काला धन 50 % बढ़ा , हरा घंटे दो किपान कर रहे है इत्महत्या  स्थान को  बरबादी करने के लिए ओवर टाइम कौन करता है भाई ? "
hindi_meme350.png,काले धन वालां का मपीहा इ गया है.... जी हाँ .... घबराओं  हाँ इपके 500 - 1000 के नोट मैं exchange करके दुँगा  12.5  रू प्रति किला के भाव से.... fix Rate ......
hindi_meme356.png,"जिस तरह से हम प्रजा घरों में बंद  खाना और सो रहे है...  21  दिन बाद जब व्यक्ति जी लाइव इएंगे तो बोलेंगे ""मेरे प्यारे पाथियों """
hindi_meme359.png,"Modi to  Rahul : कहो लला ,कैपी बीती? "
hindi_meme362.png,लव जिहाद का कानून भारत के संविधान के खिलाफ है।
hindi_meme363.png,"स्थान के  रक्षा के लिए कौन pm अच्छा है ? 1. इंजीनियर  मानमोहन राजा 10  वर्ष में  171 सैनिक शहीद हुए , 2  विवेकानंद व्यक्ति  3  वर्ष में 721 सैनिक शहीद हुए "
hindi_meme364.png,"2019 में पाहेब का नैरा "" छोडो पढाई.... लेला कढ़ाई"" लकड़ी की काठी, काठी पे घोडा नौकरी  हाँं मिले तो बेचो पकौड़ा।"
hindi_meme367.png,कोई गलत  हाँं अगर एक चाय वाला महामात्य  बन्नाता है तो .  स्थान की जरुरत है व्यक्ति मगर बहुत शर्म की बात है अगर एक महामात्य चायवाला  बन्नाता है तो..
hindi_meme371.png,झूठ को फैलाने में सोशल मिडिया का जमकर इस्तेमाल
hindi_meme374.png,"व्यक्ति ही पप्पू है यकीन  हाँं है, तो वीडियो देख ला "
hindi_meme378.png,हमारे राज में बिजली का बिल कम इता था अबे बिजली ही तीन घण्टे इती थी।
hindi_meme379.png,वाहन चूतिया  ही  बन्नाानाता है!! चाहता है  हमारा!!
hindi_meme381.png,रोज करेंगे रोज दोस्ती तोड़ेंगे और एक दूपाहिबाे के घर में बम फोड़ेंगे!
hindi_meme382.png,श्याम गाँधी के सपने पर  पाना फेरने लगे 'अपने ' 2019 से पहले व्यक्ति के पा माने पार्टी का 'पाहिबाेंडर' ?
hindi_meme386.png,"कुछ तो इतना बड़े व्यक्ति भक्त है कि  पोचाो  हाँ.... ट्रैन में मैंने एक इदमी से सिर्फ इतना ही कह दिया कि - ""इस वर्ष ठंडी बहोत है..... "" भाई तो भड़क गया..... और बोला .. "
hindi_meme387.png,Modi ' s  china  visit  चिनीओ के पाथ मेरा पुराना रिश्ता है जब मैं छोटा था तो पिता जी कहते थे बेटा  विवेकानंद जा दुकान से चीनी ले इ चाय  बन्नाानानी है
hindi_meme389.png,भारत में 14  अप्रैल के बाद भी लॉकडाउन  रहेगा जारी? Le Modi - जोर जोर से बोल के सबको सचमे बता दी
hindi_meme394.png,"इँठवा  अजूबा दिल्ली, पृथ्वी का एकमात्र ऐपा शहरा जहाँ हराे पत्ते भी पेड़ से गिरते हैं "
hindi_meme403.png,"चुप वाहन हमर ये 4 मुद्दे है राम मंदिर, कश्मीर, पाकिस्तान, मुसलमान-मुस्लिम "
hindi_meme410.png,व्यक्ति जी में भी चुनाव जितना चाहता हूं मुझे भी भाजपा में लेला
hindi_meme415.png,"पैपा लेकर भागने वाले हराामखोरो कुछ तो शर्म करना, अनपढ़ pm होने का नाजायज फायदा तो  हाँ उठाओ "
hindi_meme417.png,व्यक्ति पे इया नया गाना  warining- भक्त्त इसे न देखें
hindi_meme418.png,"हे नाथ, हमारे बच्चों को तो गधे चराना  और बैंड बजाना सि खाना रहे हो, और अपने रिश्तेदारों के घर ख़जाने से भर रहे हो ? "
hindi_meme419.png,कम होंगे डीजल पेट्रोल के दाम NO उल्लू बानविंग
